site,date,counts,name,total,%
100010017,2021-02-28,5283.0,Staten Island Ferry,262625.0,0.020116135173726797
100010018,2021-02-28,20126.0,Pulaski Bridge,262625.0,0.07663398381722988
100010019,2021-02-28,32716.0,Kent Avenue,262625.0,0.124573060447406
100062893,2021-02-28,42538.0,Manhattan Bridge,262625.0,0.16197239409804856
300020904,2021-02-28,10897.0,Brooklyn Bridge,262625.0,0.04149262256068539
100009425,2021-03-31,75682.0,Prospect Park West,614562.0,0.12314786791243194
100009427,2021-03-31,136095.0,Williamsburg Bridge,614562.0,0.22145039882062348
100009428,2021-03-31,123058.0,Queensboro Bridge,614562.0,0.20023691669839658
100010017,2021-03-31,10269.0,Staten Island Ferry,614562.0,0.016709461372489676
100010018,2021-03-31,53228.0,Pulaski Bridge,614562.0,0.0866112776253657
100010019,2021-03-31,73053.0,Kent Avenue,614562.0,0.1188700245052574
100062893,2021-03-31,108479.0,Manhattan Bridge,614562.0,0.17651433053133778
300020904,2021-03-31,34698.0,Brooklyn Bridge,614562.0,0.05645972253409746
100009425,2021-04-30,90238.0,Prospect Park West,756053.0,0.11935406644772258
100009427,2021-04-30,170995.0,Williamsburg Bridge,756053.0,0.2261680067402682
100009428,2021-04-30,145515.0,Queensboro Bridge,756053.0,0.19246666569671703
100010017,2021-04-30,11693.0,Staten Island Ferry,756053.0,0.015465846971045681
100010018,2021-04-30,65955.0,Pulaski Bridge,756053.0,0.08723594774440416
100010019,2021-04-30,90909.0,Kent Avenue,756053.0,0.12024157036609867
100062893,2021-04-30,134551.0,Manhattan Bridge,756053.0,0.17796503684265522
300020904,2021-04-30,46197.0,Brooklyn Bridge,756053.0,0.06110285919108845
100009425,2021-05-31,108243.0,Prospect Park West,933469.0,0.11595778756445045
100009427,2021-05-31,216487.0,Williamsburg Bridge,933469.0,0.23191664640175516
100009428,2021-05-31,169782.0,Queensboro Bridge,933469.0,0.18188284774320304
100010017,2021-05-31,14055.0,Staten Island Ferry,933469.0,0.015056739966726265
100010018,2021-05-31,79738.0,Pulaski Bridge,933469.0,0.08542115485356236
100010019,2021-05-31,115413.0,Kent Avenue,933469.0,0.12363881392954668
100062893,2021-05-31,167456.0,Manhattan Bridge,933469.0,0.1793910670841774
300020904,2021-05-31,62295.0,Brooklyn Bridge,933469.0,0.06673494245657863
100009425,2021-06-30,112177.0,Prospect Park West,999734.0,0.11220684702130766
100009427,2021-06-30,236773.0,Williamsburg Bridge,999734.0,0.2368359983755679
100009428,2021-06-30,180879.0,Queensboro Bridge,999734.0,0.18092712661567978
100010017,2021-06-30,14349.0,Staten Island Ferry,999734.0,0.01435281784954798
100010018,2021-06-30,83254.0,Pulaski Bridge,999734.0,0.08327615145628738
100010019,2021-06-30,122956.0,Kent Avenue,999734.0,0.12298871499818952
100062893,2021-06-30,181982.0,Manhattan Bridge,999734.0,0.18203042009174442
300020904,2021-06-30,67364.0,Brooklyn Bridge,999734.0,0.06738192359167539
100009425,2021-07-31,104401.0,Prospect Park West,931433.0,0.11208643026390519
100009427,2021-07-31,218990.0,Williamsburg Bridge,931433.0,0.23511084533187035
100009428,2021-07-31,168593.0,Queensboro Bridge,931433.0,0.1810038939998905
100010017,2021-07-31,14056.0,Staten Island Ferry,931433.0,0.015090725795628885
100010018,2021-07-31,79927.0,Pulaski Bridge,931433.0,0.08581078832293895
100010019,2021-07-31,120066.0,Kent Avenue,931433.0,0.12890460183394833
100062893,2021-07-31,166398.0,Manhattan Bridge,931433.0,0.17864731011248258
300020904,2021-07-31,59002.0,Brooklyn Bridge,931433.0,0.06334540433933519
100009425,2021-08-31,103401.0,Prospect Park West,939161.0,0.11009933334114172
100009427,2021-08-31,219429.0,Williamsburg Bridge,939161.0,0.2336436457646772
100009428,2021-08-31,174815.0,Queensboro Bridge,939161.0,0.18613954369911018
100010017,2021-08-31,14748.0,Staten Island Ferry,939161.0,0.01570337780210209
100010018,2021-08-31,80800.0,Pulaski Bridge,939161.0,0.08603423694126992
100010019,2021-08-31,118119.0,Kent Avenue,939161.0,0.12577076773843887
100062893,2021-08-31,168588.0,Manhattan Bridge,939161.0,0.1795091576417675
300020904,2021-08-31,59261.0,Brooklyn Bridge,939161.0,0.06309993707149253
100009425,2021-09-30,111360.0,Prospect Park West,1035707.0,0.10752075635290675
100009427,2021-09-30,232421.0,Williamsburg Bridge,1035707.0,0.22440806135325916
100009428,2021-09-30,183860.0,Queensboro Bridge,1035707.0,0.17752124877016376
100010017,2021-09-30,15457.0,Staten Island Ferry,1035707.0,0.014924104983359193
100010018,2021-09-30,85899.0,Pulaski Bridge,1035707.0,0.08293754893999944
100010019,2021-09-30,125473.0,Kent Avenue,1035707.0,0.12114719703545501
100062893,2021-09-30,182983.0,Manhattan Bridge,1035707.0,0.17667448419292328
300020904,2021-09-30,98254.0,Brooklyn Bridge,1035707.0,0.09486659837193337
100009425,2021-10-31,110218.0,Prospect Park West,976266.0,0.11289750949024138
100009427,2021-10-31,205421.0,Williamsburg Bridge,976266.0,0.21041498935740874
100009428,2021-10-31,175744.0,Queensboro Bridge,976266.0,0.180016511893275
100010017,2021-10-31,15263.0,Staten Island Ferry,976266.0,0.015634058750381555
100010018,2021-10-31,80398.0,Pulaski Bridge,976266.0,0.08235255555350693
100010019,2021-10-31,110588.0,Kent Avenue,976266.0,0.11327650455920825
100062893,2021-10-31,165039.0,Manhattan Bridge,976266.0,0.16905126266816625
300020904,2021-10-31,113595.0,Brooklyn Bridge,976266.0,0.11635660772781188
100009425,2021-11-30,85021.0,Prospect Park West,706812.0,0.12028799737412495
100009427,2021-11-30,147759.0,Williamsburg Bridge,706812.0,0.20904993124055618
100009428,2021-11-30,135638.0,Queensboro Bridge,706812.0,0.19190109958517965
100010017,2021-11-30,12446.0,Staten Island Ferry,706812.0,0.01760864275083049
100010018,2021-11-30,56945.0,Pulaski Bridge,706812.0,0.08056597794038585
100010019,2021-11-30,74645.0,Kent Avenue,706812.0,0.10560799760049348
100062893,2021-11-30,119023.0,Manhattan Bridge,706812.0,0.1683941415822029
300020904,2021-11-30,75335.0,Brooklyn Bridge,706812.0,0.1065842119262265
100009425,2021-12-31,73903.0,Prospect Park West,562301.0,0.1314296079857585
100009427,2021-12-31,116349.0,Williamsburg Bridge,562301.0,0.2069158689029541
100009428,2021-12-31,114445.0,Queensboro Bridge,562301.0,0.2035297820917978
100010017,2021-12-31,11014.0,Staten Island Ferry,562301.0,0.019587374022098484
100010018,2021-12-31,46192.0,Pulaski Bridge,562301.0,0.08214817330931298
100010019,2021-12-31,59521.0,Kent Avenue,562301.0,0.10585255939434574
100062893,2021-12-31,94145.0,Manhattan Bridge,562301.0,0.16742812123755782
300020904,2021-12-31,46732.0,Brooklyn Bridge,562301.0,0.08310851305617455
100009425,2022-01-31,52571.0,Prospect Park West,343308.0,0.15313071644121315
100009427,2022-01-31,69271.0,Williamsburg Bridge,343308.0,0.20177508243326692
100009428,2022-01-31,77374.0,Queensboro Bridge,343308.0,0.22537779486641732
100010017,2022-01-31,7700.0,Staten Island Ferry,343308.0,0.022428839409509828
100010018,2022-01-31,28442.0,Pulaski Bridge,343308.0,0.08284688967341279
100010019,2022-01-31,34900.0,Kent Avenue,343308.0,0.10165798641453155
100062893,2022-01-31,56173.0,Manhattan Bridge,343308.0,0.16362275274680463
300020904,2022-01-31,16877.0,Brooklyn Bridge,343308.0,0.049159938014843814
